mlbam_id,full_name
670990,Yohan Ramírez
694341,Brendan Beck
668933,Graham Ashcraft
641927,Bailey Ober
642520,Gerson Garabito
592791,Jameson Taillon
663399,Brandon Waddell
683352,Mitch Bratt
669920,Jason Alexander
665506,Cristian Pache
669456,Shane Bieber
677960,Ryan Weathers
677870,Leo Jimenez
657514,Brennan Bernardino
493329,Yuli Gurriel
700246,Carson Williams
663436,Davis Martin
695391,Brett Harris
671284,Tim Elko
686563,Jonathan Cannon
662253,Andrés Muñoz
642727,Sergio Alcántara
622534,Manuel Margot
670276,Cal Stevenson
668873,Caleb Kilian
687287,Patrick Monteverde
621381,Matt Strahm
694355,Tyler Gentry
657024,Erik Swanson
642020,Chuckie Robinson
646241,Enmanuel De Jesus
694208,Moisés Ballesteros
594580,Sam Moll
690978,Dax Fulton
664744,Jose Espada
657746,Joe Ryan
687863,Porter Hodge
687074,Tyler Owens
663584,Hayden Senger
657277,Logan Webb
663947,Tyler Holton
595928,John Curtiss
668731,Akil Baddoo
686823,Will Brennan
472610,Luis García
687847,Marc Church
592866,Trevor Williams
605335,Brandon Leibrandt
668881,Hunter Greene
606160,Rafael Montero
672782,Yoendrys Gómez
694738,Landen Roupp
681676,Ryan Fernandez
663616,Trevor Larnach
668942,Josh Rojas
624428,Adam Frazier
676508,Ben Casparius
663941,Tristan Beck
595897,Nick Burdi
683769,Hunter Gaddis
691458,Blaze Jordan
643338,Chad Green
663757,Trent Grisham
695657,Colson Montgomery
527048,Martín Pérez
669477,Casey Schmitt
672582,Angel Zerpa
664948,Anthony Misiewicz
665861,Sebastián Rivero
669221,Sean Murphy
667690,C. J. Stubbs
622098,Drew Smith
543760,Marcus Semien
805808,Kevin Mcgonigle
682619,Orelvis Martinez
687075,Brandon Sproat
668970,Gavin Hollowell
686797,Brooks Lee
669713,Hayden Wesneski
699134,Bradgley Rodriguez
815083,Mitch Farris
605452,Joe Ross
543592,Austin Nola
521692,Salvador Pérez
677961,Cole Wilcox
543243,Sonny Gray
669620,Brady Basso
702474,Mike Paredes
681892,Kody Funderburk
676801,Chas Mccormick
680232,Jackson Wolf
543807,George Springer
804619,John Klein
571912,Luke Maile
686613,Hunter Brown
553869,Elías Díaz
663536,Tristin English
666181,Will Benson
666157,Nick Lodolo
608566,Germán Márquez
670148,Nate Mondou
694346,Trey Gibson
670097,Zack Short
683770,Will Robertson
656457,Tyler Gilbert
694646,Chayce Mcdermott
650633,Mike King
455117,Martín Maldonado
672695,Geraldo Perdomo
669003,Garrett Mitchell
592332,Kevin Gausman
657041,Lane Thomas
805326,Tyler Schweitzer
645302,Víctor Robles
600869,Jeimer Candelario
682663,Agustín Ramírez
694037,Daniel Palencia
669438,Mason Englert
676724,Jared Young
805779,Jacob Wilson
640462,A. J. Puk
682183,Drew Avans
680570,Grayson Rodriguez
683734,Andrew Vaughn
664728,Kyle Isbel
665155,Nick Maton
701581,David Festa
671286,Johnathan Rodríguez
676070,Jacob Amaya
681351,Logan O'Hoppe
669711,Greg Weissert
657240,Julian Merryweather
669450,Cooper Hummel
695257,Billy Cook
687064,Brandon Young
671162,Connor Thomas
808967,Yoshinobu Yamamoto
687424,Anthony Maldonado
571657,Kyle Farmer
813841,Jonah Cox
595881,Tyler Beede
656794,Sean Newcomb
694350,Zach Brzykcy
666971,Lourdes Gurriel
672640,Otto Lopez
656302,Dylan Cease
669394,Jake Burger
519242,Chris Sale
666931,Jared Oliva
671221,Drew Waters
621383,Tanner Banks
656492,Foster Griffin
641745,Brad Keller
678225,Ji Hwan Bae
663853,Romy Gonzalez
665622,Luis Medina
670623,Isaac Paredes
542963,Rob Brantly
553993,Eugenio Suárez
690291,Jace Jung
673357,Luis Robert
605131,Austin Barnes
553882,Omar Narváez
694378,Jacob Gonzalez
669432,Trevor Rogers
672335,Cionel Pérez
665052,Griffin Conine
664076,Garrett Cleavinger
676664,Jp Sears
660644,Vidal Bruján
663330,Jahmai Jones
656464,Kevin Ginkel
666018,Jonathan Aranda
696147,Sam Bachman
678495,Randy Rodríguez
679883,Luinder Avila
668709,Jj Bleday
681870,Erik Sabrowski
656550,Grant Holmes
601713,Nick Pivetta
681198,Tj Rumfield
621020,Dansby Swanson
681082,Bryson Stott
686539,Declan Cronin
676106,Emerson Hancock
680728,Adrian Del Castillo
665625,Elvis Peguero
671218,Heliot Ramos
801403,Chase Dollander
675916,James Karinchak
614179,José Ruiz
547180,Bryce Harper
672960,Kazuma Okamoto
679358,Eric Orze
621016,José Cuas
683568,Jairo Iriarte
663494,Bryan Torres
696135,Kahlil Watson
642715,Willy Adames
592454,Tommy Kahnle
605113,Nick Ahmed
696070,Kendry Rojas
663804,Jackson Kowar
596115,Trevor Story
647304,Josh Naylor
702070,Noah Cameron
543056,Danny Coulombe
445276,Kenley Jansen
595879,Javier Báez
669169,Jonathan Heasley
596146,Max Kepler
572138,Jon Singleton
678877,Jhonkensy Noel
676755,Isaac Mattson
683021,Michael Stefanic
656756,Jordan Montgomery
671739,Michael Harris
645261,Sandy Alcántara
800049,Adam Mazur
691185,Maximo Acosta
663698,Joey Bart
691777,Max Muncy
691723,Coby Mayo
592192,Mark Canha
694462,Hurston Waldrep
592826,Vince Velasquez
665665,Reiver Sanmartin
680689,Lyon Richardson
677020,Josh Walker
669854,Ronel Blanco
683737,Michael Busch
691788,Joe Mack
642152,Lou Trivino
686218,Emmet Sheehan
641540,Dane Dunning
664023,Ian Happ
664991,Grant Wolfram
592626,Joc Pederson
660670,Ronald Acuña
681517,Kyle Leahy
665750,Leody Taveras
681347,Mike Burrows
669276,Dylan Lee
665877,José Fermín
608671,Travis Jankowski
694335,Matt Svanson
680862,Willie Maciver
700242,Trey Sweeney
678020,Seth Halvorsen
676946,Matthew Batten
681987,Nate Eaton
677347,Kyren Paris
596103,Austin Slater
640451,Hunter Harvey
605244,Aramis Garcia
623168,Tyler Heineman
672710,Roansy Contreras
666165,Blake Sabol
669084,Dl Hall
682997,Tyler Callihan
657571,Caleb Ferguson
643396,Isiah Kiner-Falefa
554430,Zack Wheeler
669087,Sam Huff
456781,Donovan Solano
641856,Billy Mckinney
670062,Julian Garcia
674370,Osvaldo Bido
595978,Austin Hedges
669684,Chris Murphy
695049,Brett Kerry
669461,Matthew Liberatore
608360,Chris Okey
656896,Emmanuel Rivera
688158,David Morgan
663697,Jonathan India
677956,Rece Hinds
543037,Gerrit Cole
656537,Derek Hill
682641,Luis Matos
699044,Miguel Ullola
623437,Justin Topa
671382,Cameron Foster
656354,Austin Davis
691725,Andrew Painter
687952,Christian Encarnacion-Strand
548384,Brooks Raley
672820,Lenyn Sosa
455119,Chris Martin
656716,Zach Mckinstry
605204,J. D. Davis
676812,Carson Mccusker
666808,Camilo Doval
678011,Anthony Seigler
668227,Randy Arozarena
666915,Bobby Dalbec
701719,Tyler Samaniego
686790,Trevor Mcdonald
623433,Nick Anderson
669224,Austin Wells
647351,Abraham Toro
672851,Joan Adon
605361,Nick Martini
675989,Cody Bolton
621566,Matt Olson
702795,Ryan Loutos
689958,Andrew Walters
800311,Didier Fuentes
695506,Jac Caglianone
668843,Conner Capel
606192,Teoscar Hernández
668721,Payton Henry
673962,Josh Jung
606466,Ketel Marte
687377,Orlando Ribalta
669398,Gage Workman
592773,Ryne Stanek
608379,Michael Wacha
700842,Eduardo Rivera
669704,Kade Strowd
681882,Colin Selby
660688,Keibert Ruiz
690986,Kyle Harrison
678009,Parker Meadows
694212,Samuel Basallo
458677,Justin Wilson
677954,Jordan Groshans
680742,Jonathan Bowlan
666211,Taylor Trammell
669947,Jesse Scholtens
682608,Peyton Gray
664074,Cody Ponce
621244,José Berríos
676044,Bob Seymour
687515,Colby Thomas
693459,Kyler Fedko
663855,Jordan Hicks
608371,Lucas Sims
674441,Jacob Hurtubise
677060,Chad Stevens
678576,Wilkin Ramos
679032,Johan Rojas
605155,Colten Brewer
664983,Jake Mccarthy
664059,Sam Haggerty
670156,Miles Mastrobuoni
665561,Rafael Marchán
663656,Kyle Tucker
663986,Trevor Stephan
623454,Drew Anderson
681084,Tanner Andrews
643289,Mauricio Dubón
608331,Max Fried
682674,Victor Bericoto
593428,Xander Bogaerts
572143,Burch Smith
671922,Cade Smith
668964,Tobias Myers
664129,Geoff Hartlieb
676962,Ben Brown
681481,Kerry Carpenter
669160,Dustin May
641943,Joshua Palacios
641658,Garrett Hampson
476594,Robert Stock
656186,Dan Altavilla
664199,Taylor Clarke
701542,Will Warren
677008,Heston Kjerstad
678022,Jack Perkins
663662,Daz Cameron
690916,Richard Fitts
683146,Brett Baty
681460,Brooks Baldwin
695611,Gage Jump
669165,Kyle Hurt
687957,Dustin Harris
663609,Luken Baker
807713,Matt Shaw
660825,Eduard Bazardo
682653,Warming Bernabel
686894,Joey Wiemer
699625,Jimmy Crooks
663460,Kris Bubic
692216,Cj Kayfus
661527,Seth Martinez
694728,Brice Matthews
663776,Patrick Sandoval
694918,Blade Tidwell
669257,Will Smith
605488,Jeffrey Springs
605441,Yacksel Ríos
672284,Jarred Kelenic
518489,Ryan Brasier
628451,Andy Ibáñez
661531,Brian Serven
615698,Cal Quantrill
682848,Endy Rodríguez
686780,Pedro Pagés
664774,Lamonte Wade
675627,Michael Grove
657557,Paul Dejong
687830,Sawyer Gipson-Long
663967,César Salazar
665742,Juan Soto
605137,Josh Bell
621529,Joe Hudson
608070,José Ramírez
666171,Ryan Zeferjahn
672456,Keider Montero
624413,Pete Alonso
672841,Carlos Vargas
656582,Connor Joe
605135,Chris Bassitt
450203,Charlie Morton
656248,Sean Bouchard
666659,Sauryn Lao
642133,Rowdy Tellez
673820,Robinson Piña
608650,Dietrich Enns
621493,Taylor Ward
622663,Luis Severino
676551,Brewer Hicklen
683409,Angel Chivilli
641656,Ian Hamilton
680744,Ty Madden
669134,Luis Campusano
663554,Casey Mize
678906,Kai-Wei Teng
542194,Christian Bethancourt
695239,Robby Ahlstrom
684320,Yariel Rodríguez
663796,Coco Montes
686560,Gavin Collyer
547973,Aroldis Chapman
676083,Janson Junk
621114,Ryan Burr
641672,Thomas Hatch
686611,Dylan Crews
679529,Spencer Torkelson
608324,Alex Bregman
676206,Freddy Tarnok
686228,Juan Burgos
605156,Aaron Brooks
602104,Ramón Urías
683083,Nasim Nuñez
668885,Austin Martin
694410,Lujames Groover
694477,Chad Patrick
695505,Chase Burns
666182,Bo Bichette
676092,Collin Snider
622253,Dillon Tate
669899,Ryan Ward
595751,Jorge Alfaro
673995,Davis Wendzel
673490,Ha-Seong Kim
678215,Luarbert Arias
665923,Esteury Ruiz
697812,Joe Rock
677588,José Tena
660821,Jesús Sánchez
592155,Cam Booser
623167,Chris Flexen
686993,Justin Sterner
608334,Carson Fulmer
674285,Eduardo Salazar
687478,Cam Devanney
670059,Colin Holderman
640455,Sean Manaea
663893,Brendon Little
669743,Alex Call
665019,Kody Clemens
645801,Mike Ford
689414,Liam Hicks
606965,Chris Devenski
676742,Cam Sanders
691373,Jhostynxon Garcia
692230,Carlos Rodriguez
687363,Victor Scott
660623,Huascar Ynoa
670970,Adrián Morejón
673929,Jordan Leasure
683232,Nick Mears
700249,Cade Povich
686678,Chase Solesky
681895,Evan Sisk
682847,Luis Ortiz
656427,Jack Flaherty
527038,Wilmer Flores
691251,Andry Lara
687637,Dylan Beavers
682829,Elly De La Cruz
502085,David Robertson
656185,Greg Allen
670712,Mike Brosseau
514888,José Altuve
642528,Jonathan Loáisiga
663562,Noah Davis
680118,Dairon Blanco
701643,Grant Hartwig
805123,Aj Blubaugh
542932,Jon Berti
676428,Brant Hurter
668470,Hagen Danner
669137,Armando Alvarez
663767,Chase Shugart
665862,Jazz Chisholm
663731,Connor Kaiser
641585,J. P. France
670245,Ryan Watson
657424,Matt Gage
621053,Tyler Ferguson
545361,Mike Trout
695001,Alimber Santa
663968,Jake Mangum
457705,Andrew Mccutchen
663546,Sean Hjelle
605141,Mookie Betts
686554,Oliver Dunn
605121,Justin Anderson
686799,Jack Kochanowicz
656458,Lucas Gilbreath
694175,Pedro León
687003,Brian Van Belle
663556,Shane Mcclanahan
656305,Matt Chapman
628317,Kenta Maeda
669397,Nick Allen
695238,Will Wagner
689520,Cody Laweryson
677649,Ezequiel Duran
641312,Shaun Anderson
666129,Braxton Garrett
605242,Michael Fulmer
696149,Bubba Chandler
669211,Keegan Akin
666149,Tyler Fitzgerald
641584,Jake Fraley
607043,Brandon Nimmo
686469,Vinnie Pasquantino
669288,Daniel Johnson
680684,Gunnar Hoglund
668678,Zac Gallen
687597,Jordan Beck
702193,Andrew Morris
804636,Jonah Tong
676974,Max Meyer
676604,Tyler Zuber
606992,Eric Haase
595777,Jurickson Profar
676116,Ryan Noda
687473,Ryan Gusto
687941,Alec Gamboa
663903,Brady Singer
700327,Welinton Herrera
642731,Thairo Estrada
623352,Josh Hader
681293,Spencer Arrighetti
593833,Wander Suero
661403,Emmanuel Clase
518876,Merrill Kelly
685801,Hunter Bigge
663837,Matt Vierling
645305,Ali Sánchez
621008,Alex De Goti
680732,Sean Burke
543859,Michael Tonkin
682622,Noelvi Marte
683003,Jared Jones
684049,Brandan Bidois
682177,Daniel Schneemann
656555,Rhys Hoskins
671213,Triston Casas
676661,Max Lazar
656541,Sam Hilliard
624431,Jose Trevino
669065,Kyle Stowers
457759,Justin Turner
642397,Gregory Soto
656605,Mitch Keller
621028,Kevin Newman
687223,Carson Palmquist
690924,Braxton Fulford
682998,Corbin Carroll
701656,Logan Henderson
671936,Adam Macko
571466,Tucker Barnhart
680977,Brendan Donovan
643377,Griffin Jax
690022,Ryan Ritter
690997,Nolan Mclean
656629,Michael Kopech
690544,Bailey Horn
628708,Yunior Marte
681526,Bryan Lavastida
701398,Sal Stewart
685133,Wade Meckler
685126,Brandon Eisert
664747,Alexis Díaz
687362,Connor Gillispie
702752,Jonathan Pintaro
