batter,n_pitches_season,stand,avg_delta_run_exp,n_fastball,rv_fastball,xwoba_fastball,n_breaking,rv_breaking,xwoba_breaking,n_offspeed,rv_offspeed,xwoba_offspeed,avg_velo_faced,corr_velo_rv,swing_rate,whiff_rate,chase_rate,vs_rhp_rv,vs_rhp_n,vs_lhp_rv,vs_lhp_n
592192,575,R,-0.00970608695652174,341,-0.009524926686217008,0.28091522128212565,185,-0.017199999999999997,0.18647460714285713,49,0.0173265306122449,0.34499424342105267,89.89895652173914,-0.009840154157768847,0.4643478260869565,0.2546816479400749,0.304029304029304,-0.0038305647840531556,301,-0.01616058394160584,274
592206,2823,R,-0.004158324458643947,1267,-0.007359116022099446,0.32701349277400155,1174,-0.001406303236797274,0.26711422458608264,365,-0.005397260273972604,0.267840950296617,88.82232871849486,-0.03875525890398681,0.5862557562876373,0.3057401812688822,0.41003911342894395,-0.0030916069600818823,1954,-0.006573580533024332,869
592450,4123,R,0.026417695991933443,1917,0.03905164319248826,0.5209158374757996,1405,0.012933096085409252,0.38098272373327036,626,0.01824600638977636,0.34359185846704876,89.3043808559129,0.029562515646064488,0.41765704584040747,0.3408826945412311,0.23732828043581242,0.024484888741281966,3065,0.032505230125523005,1058
592518,4422,R,0.0018039171031655652,2437,0.0018883873615100528,0.3864812007047377,1415,0.004470671378091872,0.28862138098628887,535,-0.006725233644859816,0.2993100781967551,89.97829651560009,-0.019213683512949945,0.48778833107191316,0.26286509040333794,0.3013820775746768,0.00010577804952613909,3280,0.0067633928571428584,1142
592626,2588,L,0.00013645148821028088,1353,0.004115299334811529,0.39081477322748875,762,-0.0051102362204724396,0.2660408202971149,453,-0.0014613686534216334,0.29118798961921827,89.19503298409002,0.019157544686377138,0.44783616692426587,0.2804141501294219,0.2819745699326851,-0.0004966130397967841,2363,0.006782222222222222,225
592663,3383,R,-0.00285430855789162,1845,-0.005565853658536584,0.34258321138953035,1086,0.0053830570902394115,0.2971745150819949,435,-0.013089655172413795,0.2519305256771235,89.71924785312409,-0.01977896388698941,0.48004729530002954,0.23891625615763548,0.31881533101045295,-0.001326105087572976,2402,-0.006597548518896832,981
592669,442,R,-0.025083710407239817,232,-0.02167241379310345,0.2985390044757502,149,-0.017946308724832213,0.23733842760942755,61,-0.05549180327868852,,88.99049773755657,-0.028669034223864694,0.4434389140271493,0.22448979591836735,0.2599118942731278,-0.030444444444444448,288,-0.015058441558441561,154
592885,4132,L,0.002913149548670407,2383,-0.00024255140579101874,0.35269642707109494,1286,-0.0036298600311041986,0.24918447564195578,387,0.03595348837209303,0.352183457997632,89.67598328416913,-0.023472518279579076,0.44990319457889644,0.29747175901022055,0.24891670678863745,0.006403242862178357,2864,-0.004932646592709982,1268
593428,3744,R,-0.0021485254691689017,2060,-0.008210194174757282,0.3482765396810023,1207,0.004004142502071253,0.29585773175548075,463,0.008781857451403889,0.25144555406337393,89.70246648793567,-0.04144382904242527,0.41773504273504275,0.2180306905370844,0.24025974025974026,-0.002646951442132164,2741,-0.0007709384460141274,1003
593871,2694,L,0.005058823529411765,1232,0.0044326298701298705,0.358816632884338,784,0.016378826530612248,0.32542604526830743,663,-0.006331825037707391,0.2667712689271513,88.72699180938199,0.009108242061990818,0.46362286562731997,0.22898318654923938,0.2781740370898716,0.00420553171196948,2104,0.008096774193548388,590
595751,148,R,-0.01828378378378378,85,-0.019282352941176473,0.19867901234567903,54,-0.01690740740740741,0.2701793650793651,9,,,91.06756756756755,-0.08924799260250964,0.6824324324324325,0.3564356435643564,0.5147058823529411,-0.02991304347826087,115,,33
595777,1661,L,0.007998793727382388,909,0.004057205720572058,0.3471412992526861,410,0.028607317073170734,0.31692163170522225,253,-0.01017391304347826,0.25531924173464343,89.55520965692504,-0.04277298308045991,0.4467188440698375,0.16846361185983827,0.24030037546933666,0.00843560295324036,1221,0.0067858769931662885,440
595879,2024,R,-0.005739624505928854,1017,0.0013579154375614538,0.34754578147179443,745,-0.014634899328859061,0.2384272939517841,242,-0.006181818181818184,0.1760649244951712,88.32615614122328,-0.005897688301147533,0.558300395256917,0.30265486725663715,0.46636363636363637,-0.00763925362819627,1447,-0.0009757365684575401,577
595978,1355,R,-0.008283394833948337,766,-0.008513054830287204,0.29447560053474187,401,-0.020052369077306734,0.18560934666666667,168,0.028089285714285723,0.313938054200542,89.3919850187266,-0.020878131089102518,0.4900369003690037,0.28463855421686746,0.2886297376093295,-0.009177777777777778,720,-0.007269291338582678,635
596019,3909,L,0.003797279958942777,2119,0.006421897121283625,0.38973730860052713,1035,0.0017565217391304361,0.2984709394446706,709,0.001816643159379408,0.276565697363946,89.37782091097307,0.019072135107564486,0.4722435405474546,0.21289274106175515,0.2707900207900208,0.006369509981851179,2765,-0.002408056042031523,1144
596103,1016,R,-0.006739901477832512,580,-0.007603448275862069,0.3162620224972338,275,0.0006290909090909111,0.30943532683335273,137,-0.015204379562043794,0.22364513809523812,88.99548645937813,-0.037547754368707324,0.4812992125984252,0.261758691206544,0.2787878787878788,-0.007201657458563534,363,-0.006483920367534455,653
596115,3273,R,-0.0015853733170134647,1755,-0.0025031339031339017,0.32413962279202513,1119,0.0015915996425379805,0.26719746401184424,348,-0.00863793103448276,0.2773662476427114,89.18611539648258,-0.018819926886047507,0.5456767491597923,0.30011198208286677,0.3725247524752475,-0.0024446308724832217,2385,0.0007319004524886884,888
596117,186,L,-0.0214247311827957,115,-0.03407826086956522,0.24996200000000002,48,-0.004520833333333335,,23,0.006565217391304356,,90.38924731182796,-0.0635386102891977,0.521505376344086,0.17525773195876287,0.37142857142857144,-0.019565217391304346,161,,25
596142,1261,R,0.006849206349206345,587,0.01481260647359455,0.385814197023555,413,0.002208232445520581,0.30887887985787266,214,-0.008705607476635513,0.28333040143369176,88.74865306122449,0.015831722310094113,0.3782712133227597,0.2662473794549266,0.2121684867394696,0.003712365591397851,745,0.011372093023255814,516
596146,2156,L,-0.0032678155565905916,1149,0.002321148825065274,0.3883344812348905,640,-0.0122015625,0.23844514520379523,346,-0.009289017341040463,0.2885378859009707,89.72394038192827,0.0038209496702219137,0.4837662337662338,0.236816874400767,0.27787934186471663,-0.001962863293864371,1867,-0.011657439446366784,289
600869,596,L,-0.014300335570469795,283,-0.014339222614840986,0.2519225938914312,179,-0.020435754189944134,0.1649551379310345,114,-0.006877192982456142,0.1747044090909091,88.60771812080536,-0.05975306358579976,0.4899328859060403,0.3527397260273973,0.29931972789115646,-0.028925,400,0.015545918367346936,196
602104,1816,R,-0.0039713182570325425,996,-0.008291164658634538,0.29997766884965693,549,0.006081967213114753,0.29929945219767573,222,-0.012477477477477473,0.2407189100529101,89.27005076142132,-0.060945065190344046,0.4884361233480176,0.2615558060879369,0.2727272727272727,-0.009037964458804521,1240,0.006937391304347828,576
605131,183,R,-0.01945901639344262,111,-0.030486486486486494,0.19941291304347827,60,-0.02066666666666666,0.24235213414634146,8,,,88.975956284153,-0.16023566738972608,0.4371584699453552,0.275,0.2597402597402597,-0.03163870967741936,155,,28
